Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,ObjectId,x,y
3479747,2026-05-29T04:00:00Z,Ohio,Toledo,Cherry St and Ferris Ave,0,1,0,0,0,N/A,1,-83.551002965619,41.6794849800168
3299021,2025-08-31T04:00:00Z,Ohio,Toledo,N/A,0,1,0,0,1,N/A,2,-83.5357170000808,41.6552979996861
3476941,2026-05-27T04:00:00Z,Ohio,Toledo,3700 block of Barcelona Dr,1,0,1,0,0,N/A,3,-83.6476137408154,41.6865870957053
3475821,2026-05-24T04:00:00Z,Ohio,Toledo,600 block of Cherry St,0,1,0,0,1,N/A,4,-83.5325594793493,41.657868657314
3470336,2026-05-17T04:00:00Z,Ohio,Toledo,3431 Coral Ave,0,0,0,1,1,N/A,5,-83.6276839694502,41.7188049907737
3468830,2026-05-15T04:00:00Z,Ohio,Toledo,3125 Shawnee Rd,0,1,0,0,1,N/A,6,-83.6200612144955,41.7149910150115
3296366,2025-08-28T04:00:00Z,Ohio,Toledo,1300 block of Foster Ave,0,1,0,0,0,N/A,7,-83.5766312844307,41.6581896494955
3467718,2026-05-13T04:00:00Z,Ohio,Toledo,3425 Nebraska Ave,0,1,0,0,0,N/A,8,-83.6246790563158,41.644993029698
3293537,2025-08-24T04:00:00Z,Ohio,Toledo,700 block of Walnut St,0,1,0,0,0,N/A,9,-83.5318846837725,41.6593204944275
3467123,2026-05-12T04:00:00Z,Ohio,Toledo,1532 Nebraska Ave,0,1,0,0,1,N/A,10,-83.580878835301,41.6456609831776
3293527,2025-08-23T04:00:00Z,Ohio,Toledo,600 block of Easterly Ct,0,1,0,0,0,N/A,11,-83.5206682769141,41.6304784789175
3291763,2025-08-21T04:00:00Z,Ohio,Toledo,5000 block of Kellogg Rd,0,1,0,0,0,N/A,12,-83.6610016074808,41.6476795248577
3465632,2026-05-10T04:00:00Z,Ohio,Toledo,2125 Parkwood Ave,0,1,0,0,1,N/A,13,-83.5575669185692,41.6634901291545
3291339,2025-08-20T04:00:00Z,Ohio,Toledo,1646 W Alexis Rd,0,1,0,0,0,N/A,14,-83.584936011603,41.7218319895071
3464018,2026-05-06T04:00:00Z,Ohio,Toledo,E Pearl St,0,1,0,0,0,N/A,15,-83.5364170086727,41.6841501993583
3289120,2025-08-17T04:00:00Z,Ohio,Toledo,Elm St and Moss St,1,0,0,0,0,N/A,16,-83.5361020377745,41.6741939877591
3287563,2025-08-15T04:00:00Z,Ohio,Toledo,800 block of Colburn St,0,0,1,0,0,N/A,17,-83.5605032453316,41.6298067059864
3458428,2026-04-28T04:00:00Z,Ohio,Toledo,100 block of Bronson Ave,1,0,0,0,0,N/A,18,-83.5415712300575,41.6776158937066
3289127,2025-08-15T04:00:00Z,Ohio,Toledo,N/A,0,1,0,0,0,N/A,19,-83.5357170000808,41.6552979996861
3458426,2026-04-27T04:00:00Z,Ohio,Toledo,2000 block of Hogarth Rd,1,0,0,0,0,N/A,20,-83.655510981395,41.6599076183023
3285686,2025-08-11T04:00:00Z,Ohio,Toledo,500 block of E Manhattan Blvd,0,1,0,0,0,N/A,21,-83.532465610792,41.6864753926564
3282733,2025-08-09T04:00:00Z,Ohio,Toledo,632 E Central Ave,1,1,0,0,0,N/A,22,-83.5299682448948,41.6787685370731
3456173,2026-04-24T04:00:00Z,Ohio,Toledo,900 block of Delaware Ave,0,1,0,0,0,N/A,23,-83.5669677287287,41.6709347686109
3282182,2025-08-08T04:00:00Z,Ohio,Toledo,5037 Suder Ave,0,0,1,0,0,N/A,24,-83.5004481880154,41.712513617797
3456181,2026-04-23T04:00:00Z,Ohio,Toledo,3300 block of E Manhattan Blvd,0,1,0,0,0,N/A,25,-83.4972498720919,41.6885246788352
3455678,2026-04-22T04:00:00Z,Ohio,Toledo,1055 Sisson Dr,0,1,0,0,0,N/A,26,-83.519129270593,41.6312038346671
3282157,2025-08-07T04:00:00Z,Ohio,Toledo,1700 block of  Wychwood St,0,1,0,0,1,N/A,27,-83.5857030803292,41.6832516334885
3279270,2025-08-03T04:00:00Z,Ohio,Toledo,3500 block of Willowbrook Ln,0,1,0,0,0,N/A,28,-83.4941972341614,41.6914429766949
3451690,2026-04-17T04:00:00Z,Ohio,Toledo,150 W Oakland St,0,1,0,0,0,N/A,29,-83.5483441320411,41.6821727073667
3276663,2025-07-31T04:00:00Z,Ohio,Toledo,1900 block of Homer Ave,0,1,0,0,0,N/A,30,-83.5114354867471,41.6853485675434
3275221,2025-07-28T04:00:00Z,Ohio,Toledo,Jeannette Ave,0,3,0,0,0,N/A,31,-83.5199469692669,41.684217090262
3273705,2025-07-26T04:00:00Z,Ohio,Toledo,524 E Central Ave,0,1,0,0,2,N/A,32,-83.5330137250491,41.6787086061894
3262741,2025-07-14T04:00:00Z,Ohio,Toledo,Earl St and Berry St,0,0,1,0,0,N/A,33,-83.5179409683554,41.6319479801656
3256022,2025-07-08T04:00:00Z,Ohio,Toledo,2340 Eastgate Rd,0,0,0,1,1,N/A,34,-83.6462654746768,41.5966097927998
3255557,2025-07-07T04:00:00Z,Ohio,Toledo,1900 block of Airline Ave,0,2,0,0,0,N/A,35,-83.5901990638845,41.6360166819689
3255550,2025-07-06T04:00:00Z,Ohio,Toledo,359 Sumner St,1,0,0,0,0,N/A,36,-83.5439913363487,41.6327227196292
3254122,2025-07-06T04:00:00Z,Ohio,Toledo,159 Matzinger Rd,2,2,0,0,0,N/A,37,-83.5422103499412,41.704220311776
3448640,2026-04-10T04:00:00Z,Ohio,Toledo,N/A,0,1,0,0,0,N/A,38,-83.5357170000808,41.6552979996861
3445522,2026-04-08T04:00:00Z,Ohio,Toledo,800 block of N Ontario St,0,1,0,0,0,N/A,39,-83.5312052412107,41.659759398752
3255555,2025-07-06T04:00:00Z,Ohio,Toledo,Auburn Ave and Monroe St,0,1,0,0,0,N/A,40,-83.5791690107353,41.6687920185583
3253926,2025-07-05T04:00:00Z,Ohio,Toledo,Platt St and 1st St,1,0,0,0,1,N/A,41,-83.5219190192505,41.6485019872858
3253946,2025-07-05T04:00:00Z,Ohio,Toledo,1700 block of Nevada St,1,1,0,0,0,N/A,42,-83.5061916009204,41.6400364218029
3252851,2025-07-04T04:00:00Z,Ohio,Toledo,Baden St and South Ave,1,1,0,0,3,N/A,43,-83.5618779821267,41.630833019656
3255567,2025-07-04T04:00:00Z,Ohio,Toledo,1300 block of Utah St,0,1,0,0,0,N/A,44,-83.5271542605892,41.6263956399626
3252088,2025-07-03T04:00:00Z,Ohio,Toledo,700 block of Elm St,0,1,0,0,0,N/A,45,-83.527243474975,41.661284104445
3249899,2025-06-29T04:00:00Z,Ohio,Toledo,3000 block of Lincolnshire Blvd,1,1,0,0,0,N/A,46,-83.6305229179375,41.676871317506
3249910,2025-06-29T04:00:00Z,Ohio,Toledo,2100 Consaul St,0,1,0,0,0,N/A,47,-83.5002841538479,41.6572299796668
3445018,2026-04-08T04:00:00Z,Ohio,Toledo,5747 Talmadge Rd,1,0,0,0,0,N/A,48,-83.6458576952333,41.7189549846535
3247230,2025-06-26T04:00:00Z,Ohio,Toledo,Hollywood Ave and Lawrence Ave,0,1,0,0,0,N/A,49,-83.5646610257589,41.6660409940446
3245856,2025-06-25T04:00:00Z,Ohio,Toledo,600 block of Woodstock Ave,0,1,0,0,0,N/A,50,-83.5925592193086,41.6463429184512
3245843,2025-06-25T04:00:00Z,Ohio,Toledo,1255 S Byrne Rd,1,0,1,0,0,N/A,51,-83.6237684466887,41.6169416910942
3245818,2025-06-24T04:00:00Z,Ohio,Toledo,2200 block of Auburn Ave,0,2,0,0,0,N/A,52,-83.5790515542152,41.6650474610455
3444230,2026-04-03T04:00:00Z,Ohio,Toledo,Cherry St and Page St,0,1,0,0,0,N/A,53,-83.5403219906026,41.666802992841
3242569,2025-06-22T04:00:00Z,Ohio,Toledo,5825 Dixon Ave,1,0,0,0,3,N/A,54,-83.6072830038707,41.7219396129167
3242388,2025-06-21T04:00:00Z,Ohio,Toledo,Prospect Ave,0,1,0,0,0,N/A,55,-83.5684983079541,41.6587572902337
3440001,2026-03-30T04:00:00Z,Ohio,Toledo,N Ontario St,0,1,0,0,0,N/A,56,-83.5400020538176,41.6519480231545
3239918,2025-06-17T04:00:00Z,Ohio,Toledo,N/A,0,1,0,0,0,N/A,57,-83.5357170000808,41.6552979996861
3439997,2026-03-29T04:00:00Z,Ohio,Toledo,3800 block of Airport Hwy,0,0,0,1,1,N/A,58,-83.634622076106,41.6222140335126
3234140,2025-06-15T04:00:00Z,Ohio,Toledo,Page St and Mulberry St,1,0,0,0,0,N/A,59,-83.5311690364098,41.671119002804
3439986,2026-03-28T04:00:00Z,Ohio,Toledo,3345 Monroe St,0,3,0,0,0,N/A,60,-83.5782319978253,41.6681790081403
3229094,2025-06-08T04:00:00Z,Ohio,Toledo,4300 block of Parakeet St,0,1,0,0,0,N/A,61,-83.5782663404187,41.6972338845274
3437757,2026-03-26T04:00:00Z,Ohio,Toledo,Chestnut St and Spring St,0,1,0,0,0,N/A,62,-83.5345379747451,41.6744120006683
3229102,2025-06-08T04:00:00Z,Ohio,Toledo,2200 block of Chase St,0,1,0,0,0,N/A,63,-83.5065267443866,41.6736015436864
3434726,2026-03-22T04:00:00Z,Ohio,Toledo,Dorr St and Byrne Rd,0,1,0,0,0,N/A,64,-83.6259512620992,41.6527579828472
3229096,2025-06-08T04:00:00Z,Ohio,Toledo,200 block of Utah St,0,1,0,0,0,N/A,65,-83.5275167622474,41.6435655400872
3435740,2026-03-21T04:00:00Z,Ohio,Toledo,3300 block of Cherry St,0,1,0,0,0,N/A,66,-83.5544379471957,41.6832361459645
3229092,2025-06-08T04:00:00Z,Ohio,Toledo,1000 block of Waverly Ave,0,1,0,0,0,N/A,67,-83.5904234567543,41.6505357393517
3433222,2026-03-18T04:00:00Z,Ohio,Toledo,1400 block of Schuyler Rd,0,1,0,0,0,N/A,68,-83.5774157095064,41.6981877994024
3229090,2025-06-08T04:00:00Z,Ohio,Toledo,Hoffman Rd and Schwartz Rd,0,1,0,0,0,N/A,69,-83.5053859666208,41.7080800105627
3431203,2026-03-14T04:00:00Z,Ohio,Toledo,Byrne Rd and Avondale Ave,0,1,0,0,1,N/A,70,-83.625954028012,41.6491820109857
3225477,2025-06-04T04:00:00Z,Ohio,Toledo,Cherry St and N Erie St,0,1,0,0,0,N/A,71,-83.532685992684,41.6577439994121
3428236,2026-03-10T04:00:00Z,Ohio,Toledo,3400 block of 145th St,1,0,0,0,0,N/A,72,-83.4641430345226,41.7278091226093
3224469,2025-06-02T04:00:00Z,Ohio,Toledo,3900 N Summit St,1,0,0,0,0,N/A,73,-83.475515881191,41.6928534449901
3427743,2026-03-08T05:00:00Z,Ohio,Toledo,400 block of W Delaware Ave,0,1,0,0,0,N/A,74,-83.5552966755219,41.6710389436408
3224459,2025-05-31T04:00:00Z,Ohio,Toledo,Starr Ave and St Louis St,0,1,0,0,1,N/A,75,-83.5223050055652,41.6433769984967
3420469,2026-02-25T05:00:00Z,Ohio,Toledo,4600 block of  Boydson Dr,1,0,0,0,0,N/A,76,-83.635429816955,41.7008911610281
3222525,2025-05-31T04:00:00Z,Ohio,Toledo,244 Phillips Ave,1,0,0,0,1,N/A,77,-83.5520493906356,41.6874700546962
3418226,2026-02-23T05:00:00Z,Ohio,Toledo,1000 Monroe St,0,1,0,0,0,N/A,78,-83.5427269261453,41.6520369714845
3416028,2026-02-18T05:00:00Z,Ohio,Toledo,1737 South Ave,0,1,0,0,0,N/A,79,-83.5851445528013,41.6305928359778
3414781,2026-02-16T05:00:00Z,Ohio,Toledo,3601 Hill Ave,0,1,0,0,1,N/A,80,-83.6302235184365,41.6369445580449
3413998,2026-02-14T05:00:00Z,Ohio,Toledo,600 block of N Huron St,0,1,0,0,1,N/A,81,-83.5326705865769,41.6564492399164
3224462,2025-05-31T04:00:00Z,Ohio,Toledo,1315 Forrest Ave,0,1,0,0,1,N/A,82,-83.5696817017971,41.6534545604419
3410462,2026-02-10T05:00:00Z,Ohio,Toledo,N/A,0,1,0,0,0,N/A,83,-83.5357170000808,41.6552979996861
3222043,2025-05-29T04:00:00Z,Ohio,Toledo,700 block of Siegel Ct,0,1,0,0,0,N/A,84,-83.5178313595177,41.6302553398547
3219470,2025-05-27T04:00:00Z,Ohio,Toledo,3819 Haverhill Dr,1,1,0,0,0,N/A,85,-83.5636750627509,41.6897396516086
3408656,2026-02-08T05:00:00Z,Ohio,Toledo,200 block of Willamont Rd,0,1,0,0,0,N/A,86,-83.5432913106889,41.7140944873213
3409058,2026-02-07T05:00:00Z,Ohio,Toledo,600 block of N Wheeling St,0,1,0,0,1,N/A,87,-83.4874934395727,41.6630975998811
3407343,2026-02-05T05:00:00Z,Ohio,Toledo,3000 block of Dolores Ave,0,1,0,0,0,N/A,88,-83.6202064729752,41.6500910075885
3402877,2026-01-28T05:00:00Z,Ohio,Toledo,55 Poplar St,0,1,0,0,0,N/A,89,-83.4956259947393,41.6495203047832
3398576,2026-01-19T05:00:00Z,Ohio,Toledo,Western Ave,0,1,0,0,0,N/A,90,-83.5637869937336,41.6345813952923
3398364,2026-01-18T05:00:00Z,Ohio,Toledo,5725 Silverside Dr,0,1,0,0,1,N/A,91,-83.5538752766377,41.7200964327918
3398578,2026-01-17T05:00:00Z,Ohio,Toledo,St John Ave and C St,0,1,0,0,0,N/A,92,-83.5223119630171,41.6766189980138
3396920,2026-01-15T05:00:00Z,Ohio,Toledo,500 block of Bates Rd,0,1,0,0,0,N/A,93,-83.556527603718,41.6834235524692
3395431,2026-01-13T05:00:00Z,Ohio,Toledo,Dorr St and Upton Ave,0,1,0,0,0,N/A,94,-83.5882269977312,41.6528899974385
3393832,2026-01-12T05:00:00Z,Ohio,Toledo,900 block of Walnut St,0,1,0,0,0,N/A,95,-83.533049368403,41.6606594375547
3393589,2026-01-10T05:00:00Z,Ohio,Toledo,300 block of Rockingham St,1,0,0,0,0,N/A,96,-83.5518102510221,41.674018893835
3392173,2026-01-08T05:00:00Z,Ohio,Toledo,2100 block of Canton St,0,1,0,0,0,N/A,97,-83.5379374450203,41.6636881857244
3389382,2026-01-05T05:00:00Z,Ohio,Toledo,3739 Erie St,0,1,0,0,0,N/A,98,-83.4865260141988,41.6888049857737
3388827,2026-01-04T05:00:00Z,Ohio,Toledo,2000 block of South Ave,0,1,0,0,1,N/A,99,-83.5936696888151,41.6307021154155
3388010,2026-01-01T05:00:00Z,Ohio,Toledo,N/A,0,1,0,0,0,N/A,100,-83.5357170000808,41.6552979996861
2915647,2024-05-19T04:00:00Z,Ohio,Toledo,2000 block of Berkshire Pl,0,1,0,0,0,N/A,101,-83.59306580984,41.690063476748
2915635,2024-05-18T04:00:00Z,Ohio,Toledo,Central Ave and Elm St,0,1,0,0,0,N/A,102,-83.5362339688487,41.6788699995749
2908332,2024-05-11T04:00:00Z,Ohio,Toledo,Dorr St and Hawley St,0,1,0,0,0,N/A,103,-83.5673429837689,41.6530189953584
2902415,2024-05-06T04:00:00Z,Ohio,Toledo,5329 Dorr St,0,1,0,0,0,N/A,104,-83.6683978064225,41.6528264206219
2902417,2024-05-05T04:00:00Z,Ohio,Toledo,800 block of Walnut St,0,1,0,1,2,N/A,105,-83.5325069243119,41.6600292499034
2902402,2024-05-05T04:00:00Z,Ohio,Toledo,3500 block of Hoiles Ave,0,1,0,0,2,N/A,106,-83.5740673066585,41.6860437017658
2901183,2024-05-05T04:00:00Z,Ohio,Toledo,2115 Elm St,1,0,0,0,0,N/A,107,-83.5353785957301,41.6706634459809
2901185,2024-05-04T04:00:00Z,Ohio,Toledo,Earl St and McKinley St,0,1,0,0,0,N/A,108,-83.5227579639792,41.6318740098153
2902429,2024-05-04T04:00:00Z,Ohio,Toledo,900 block of Lincoln Ave,0,1,0,0,0,N/A,109,-83.5654387520976,41.6574430653189
2902424,2024-05-03T04:00:00Z,Ohio,Toledo,Chase St and Albany St,0,1,0,0,0,N/A,110,-83.4993130265168,41.6795429825961
2895219,2024-04-30T04:00:00Z,Ohio,Toledo,700 block of Bush St,0,1,0,0,0,N/A,111,-83.5204235264234,41.6645167653859
2894933,2024-04-30T04:00:00Z,Ohio,Toledo,500 block of Durango Dr,0,1,0,0,0,N/A,112,-83.6054871404637,41.6290646877856
2894719,2024-04-28T04:00:00Z,Ohio,Toledo,540 W Alexis Rd,0,1,0,0,1,N/A,113,-83.5583418250962,41.7219512639789
2887297,2024-04-22T04:00:00Z,Ohio,Toledo,1700 block of Nevada St,0,1,0,0,0,N/A,114,-83.5061916009204,41.6400364218029
2887287,2024-04-21T04:00:00Z,Ohio,Toledo,Bronson Ave and Stickney Ave,0,1,0,0,0,N/A,115,-83.5265390403837,41.677879007515
2885314,2024-04-19T04:00:00Z,Ohio,Toledo,4000 block of Caroline Ave,0,1,0,0,0,N/A,116,-83.5577989839498,41.693485175433
2883339,2024-04-17T04:00:00Z,Ohio,Toledo,1600 block of Vance St,0,0,1,0,0,N/A,117,-83.5840285424861,41.6468712748072
2881796,2024-04-16T04:00:00Z,Ohio,Toledo,200 block of Leland Ave,0,0,0,1,0,N/A,118,-83.5461089053236,41.633344650192
2879301,2024-04-13T04:00:00Z,Ohio,Toledo,2647 Eastgate Rd,0,1,0,0,0,N/A,119,-83.6414293682936,41.5917233523259
2881050,2024-04-13T04:00:00Z,Ohio,Toledo,N/A,0,1,0,0,0,N/A,120,-83.5357170000808,41.6552979996861
2881046,2024-04-13T04:00:00Z,Ohio,Toledo,2903 Dorr St,0,1,0,0,0,N/A,121,-83.6128477490522,41.652658573363
2872387,2024-04-05T04:00:00Z,Ohio,Toledo,1270 Slater St,0,2,0,0,0,N/A,122,-83.5742589756991,41.7063330120484
2869685,2024-04-01T04:00:00Z,Ohio,Toledo,1000 block of Walbridge Ave,0,1,0,0,0,N/A,123,-83.5663041010075,41.6325786137542
2866269,2024-03-27T04:00:00Z,Ohio,Toledo,Walnut St and Mettler St,0,1,0,0,0,N/A,124,-83.5423580383638,41.675013989311
2860511,2024-03-23T04:00:00Z,Ohio,Toledo,800 block of Mulberry St,0,1,0,0,0,N/A,125,-83.5250412218183,41.6635977710336
2859362,2024-03-21T04:00:00Z,Ohio,Toledo,1755 E Broadway St,0,0,0,0,1,N/A,126,-83.5115200110288,41.6187020166539
2856985,2024-03-19T04:00:00Z,Ohio,Toledo,5123 Ryan Rd,0,1,0,0,0,N/A,127,-83.6636912838157,41.6017173889933
2857002,2024-03-18T04:00:00Z,Ohio,Toledo,Dove Ln,0,1,0,0,0,N/A,128,-83.5278672588201,41.6619756329897
2855332,2024-03-17T04:00:00Z,Ohio,Toledo,400 block of Park St,1,0,0,0,1,N/A,129,-83.5350068081868,41.6797416150859
2855183,2024-03-16T04:00:00Z,Ohio,Toledo,3560 Dorr St,0,2,0,0,0,N/A,130,-83.6279719711269,41.6531459807475
2856707,2024-03-15T04:00:00Z,Ohio,Toledo,1900 block of Monroe St,0,2,0,0,0,N/A,131,-83.5506135055192,41.6552173671234
2854367,2024-03-14T04:00:00Z,Ohio,Toledo,100 block of Bloomfield Ave,0,1,0,0,1,N/A,132,-83.6373403718676,41.635671900825
2853667,2024-03-14T04:00:00Z,Ohio,Toledo,3400 block of Maher St,1,1,0,0,1,N/A,133,-83.5209799662666,41.6860834127607
2850174,2024-03-10T05:00:00Z,Ohio,Toledo,1700 block of Forest Ave,0,1,0,0,0,N/A,134,-83.5693950017792,41.657486795416
2850172,2024-03-10T05:00:00Z,Ohio,Toledo,5900 block of  Walnut Circle Dr,0,1,0,0,1,N/A,135,-83.6822192216036,41.6184462363214
2848414,2024-03-07T05:00:00Z,Ohio,Toledo,Firethorne Dr and Holland Sylvania Rd,0,1,0,0,0,N/A,136,-83.6841609812942,41.6208060002646
2843685,2024-03-03T05:00:00Z,Ohio,Toledo,1407 Belmont Ave,1,0,0,0,1,N/A,137,-83.5775870101463,41.6481124806197
2843060,2024-02-29T05:00:00Z,Ohio,Toledo,400 block of Laskey Rd,1,0,0,0,1,N/A,138,-83.5555334310066,41.7072847257064
2864930,2024-02-24T05:00:00Z,Ohio,Toledo,401 Southgate Cir Dr,0,1,0,0,1,N/A,139,-83.6498608082266,41.6322124293992
2838780,2024-02-24T05:00:00Z,Ohio,Toledo,800 block of N Huron St,1,0,0,0,1,N/A,140,-83.5296337428257,41.6579094810197
2835492,2024-02-21T05:00:00Z,Ohio,Toledo,1800 block of Stahlwood Ave,0,1,0,0,1,N/A,141,-83.5880108415143,41.6802000161102
2834264,2024-02-20T05:00:00Z,Ohio,Toledo,1800 block of Ray St,0,1,0,0,1,N/A,142,-83.5734381580746,41.6580213289546
2830234,2024-02-15T05:00:00Z,Ohio,Toledo,427 Baden St,1,0,0,0,0,N/A,143,-83.5617492364785,41.6316243548081
2829224,2024-02-14T05:00:00Z,Ohio,Toledo,1700 block of N Erie St,1,0,0,0,0,N/A,144,-83.514498687967,41.6664209302585
2828346,2024-02-12T05:00:00Z,Ohio,Toledo,Greenwood Ave,0,1,0,0,0,N/A,145,-83.5148497675463,41.6416907881825
2826293,2024-02-11T05:00:00Z,Ohio,Toledo,W Sylvania Ave and Hoiles Ave,1,0,0,0,2,N/A,146,-83.5743049918996,41.692394996598
2826291,2024-02-11T05:00:00Z,Ohio,Toledo,200 block of Langdon St,1,0,0,0,1,N/A,147,-83.5581364396795,41.6352799707578
2825056,2024-02-10T05:00:00Z,Ohio,Toledo,900 block of Prouty Ave,0,1,0,0,0,N/A,148,-83.5637387730675,41.6288155429502
2826626,2024-02-10T05:00:00Z,Ohio,Toledo,200 block of E Lake St,0,1,0,0,0,N/A,149,-83.540720051173,41.6849449297239
2823894,2024-02-08T05:00:00Z,Ohio,Toledo,800 block of N Huron St,0,1,0,0,1,N/A,150,-83.5296337428257,41.6579094810197
3388008,2026-01-01T05:00:00Z,Ohio,Toledo,500 block of Ogden Ave,0,1,0,0,0,N/A,151,-83.5837120974526,41.6298780419352
3388006,2025-12-31T05:00:00Z,Ohio,Toledo,400 block of 4th St,0,1,0,0,1,N/A,152,-83.5227700418282,41.644810941385
3386179,2025-12-30T05:00:00Z,Ohio,Toledo,1700 block of Brussels St,0,1,0,0,0,N/A,153,-83.5859318048752,41.6908558620316
3383783,2025-12-26T05:00:00Z,Ohio,Toledo,230 13th St,1,0,0,0,1,N/A,154,-83.5432959738435,41.6547728247401
3383781,2025-12-26T05:00:00Z,Ohio,Toledo,423 Southcrest St,0,1,0,0,0,N/A,155,-83.5789700240184,41.6318699866272
3382714,2025-12-23T05:00:00Z,Ohio,Toledo,1800 block of W Bancroft St,0,1,0,0,0,N/A,156,-83.5882114919111,41.6633803409231
3382709,2025-12-23T05:00:00Z,Ohio,Toledo,1800 block of Nelson Ave,0,1,0,0,0,N/A,157,-83.5888246082622,41.6258583924092
3382057,2025-12-23T05:00:00Z,Ohio,Toledo,1034 Martin Ave,1,0,0,0,0,N/A,158,-83.5669281633303,41.6954842308988
3382068,2025-12-22T05:00:00Z,Ohio,Toledo,3100 block of Cherry St,0,0,0,1,0,N/A,159,-83.5508620531886,41.6793099508064
3376108,2025-12-14T05:00:00Z,Ohio,Toledo,Avondale Ave and 15th St,0,1,0,0,1,N/A,160,-83.5480119673884,41.6487160194129
3374505,2025-12-12T05:00:00Z,Ohio,Toledo,1100 block of N Ontario St,1,0,0,0,2,N/A,161,-83.5267061746373,41.6618992361328
3375746,2025-12-12T05:00:00Z,Ohio,Toledo,6844 Oakfield Dr,1,0,0,0,1,N/A,162,-83.7054923383016,41.6421928448317
3374493,2025-12-12T05:00:00Z,Ohio,Toledo,302 N Detroit Ave,0,1,0,0,0,N/A,163,-83.5838239844178,41.6430961627547
3374499,2025-12-12T05:00:00Z,Ohio,Toledo,1700 block of Greenwood Ave,0,1,0,0,0,N/A,164,-83.5059721928022,41.6418330087499
3373107,2025-12-09T05:00:00Z,Ohio,Toledo,1200 block of Hirzel St,0,1,0,0,0,N/A,165,-83.5123677601456,41.629100732195496
3367980,2025-12-02T05:00:00Z,Ohio,Toledo,1600 block of Freeman St,0,1,0,0,0,N/A,166,-83.5825287772715,41.6646208159132
3366769,2025-11-30T05:00:00Z,Ohio,Toledo,1900 block of Fernwood Ave,0,1,0,0,0,N/A,167,-83.5899710364311,41.6546878287923
3366487,2025-11-29T05:00:00Z,Ohio,Toledo,3700 block of Dixie Dr,0,1,0,0,0,N/A,168,-83.5000376821851,41.6936874380873
3363346,2025-11-25T05:00:00Z,Ohio,Toledo,3000 block of Mulberry St,1,0,0,0,1,N/A,169,-83.5312989866988,41.6783809189866
3361752,2025-11-24T05:00:00Z,Ohio,Toledo,1800 block of Balkan Pl,1,0,0,0,0,N/A,170,-83.5890820160153,41.6878330202244
3408206,2025-11-23T05:00:00Z,Ohio,Toledo,2903 Dorr St,0,1,0,0,0,N/A,171,-83.6128477490522,41.652658573363
3358087,2025-11-18T05:00:00Z,Ohio,Toledo,4444 Airport Hwy,0,1,0,0,0,N/A,172,-83.6484751964267,41.619397756295
3358068,2025-11-18T05:00:00Z,Ohio,Toledo,Navarre Ave and McKinley Ave,0,1,0,0,0,N/A,173,-83.5228800046021,41.6361590063665
3357233,2025-11-17T05:00:00Z,Ohio,Toledo,East Manhattan Blvd and Rock Ct,1,0,0,0,0,N/A,174,-83.5232150294907,41.68706599212
3354516,2025-11-12T05:00:00Z,Ohio,Toledo,N/A,0,1,0,0,0,N/A,175,-83.5357170000808,41.6552979996861
3350153,2025-11-06T05:00:00Z,Ohio,Toledo,3550 Executive Pkwy,1,0,0,0,2,N/A,176,-83.6242060663692,41.6816426493542
3346704,2025-11-02T04:00:00Z,Ohio,Toledo,5217 Hill Ave,1,2,0,0,2,N/A,177,-83.6660585008962,41.637979011135
3345564,2025-11-01T04:00:00Z,Ohio,Toledo,800 block of Woodward Ave,0,1,0,0,0,N/A,178,-83.5251171635958,41.6819911340865
3347487,2025-11-01T04:00:00Z,Ohio,Toledo,1000 block of Hamilton St,0,1,0,0,0,N/A,179,-83.5686040971553,41.6438952995858
3345576,2025-11-01T04:00:00Z,Ohio,Toledo,2053 Starr Ave,1,1,0,0,1,N/A,180,-83.5009029897724,41.6438535097216
3346717,2025-10-31T04:00:00Z,Ohio,Toledo,Clifton Dr and Redondo Dr,0,1,0,0,0,N/A,181,-83.6386459895897,41.637656014245
3342296,2025-10-26T04:00:00Z,Ohio,Toledo,3900 block of Secor Rd,0,1,0,0,0,N/A,182,-83.6232111723106,41.6913110646248
3342294,2025-10-26T04:00:00Z,Ohio,Toledo,Sylvania Ave and Lewis Ave,0,1,0,0,0,N/A,183,-83.5653350146486,41.6926459931406
3342292,2025-10-24T04:00:00Z,Ohio,Toledo,1702 W Laskey Rd,0,1,0,0,0,N/A,184,-83.5857656524803,41.7071054464829
3338846,2025-10-22T04:00:00Z,Ohio,Toledo,900 block of Post St,0,1,0,0,0,N/A,185,-83.5670869764894,41.6718221677325
3338081,2025-10-21T04:00:00Z,Ohio,Toledo,300 block of Arcadia Ave,0,1,0,0,0,N/A,186,-83.5518578024434,41.6805307024536
3335888,2025-10-19T04:00:00Z,Ohio,Toledo,1717 Talbot St,1,0,0,0,1,N/A,187,-83.5852422023676,41.6869222848617
3335131,2025-10-18T04:00:00Z,Ohio,Toledo,Buckingham St and N Hawley St,0,1,0,0,0,N/A,188,-83.5673190113273,41.6430470027297
3332656,2025-10-14T04:00:00Z,Ohio,Toledo,1530 Cherry St,0,1,0,0,0,N/A,189,-83.5377426273846,41.6642040578036
3325486,2025-10-07T04:00:00Z,Ohio,Toledo,Buckingham St and Detroit Ave,0,1,0,0,1,N/A,190,-83.5841720007421,41.6429990167895
